Sc0000101 19738 44551 Mcavernosa04235
Sc0000101 115438 120548 Mcavernosa04241
Sc0000101 107283 115140 Mcavernosa04239
Sc0000101 184029 184424 Mcavernosa04243
Sc0000101 120230 120978 Mcavernosa04242
Sc0000101 106867 109016 Mcavernosa04238
Sc0000101 104834 106782 Mcavernosa04237
Sc0000101 70267 73921 Mcavernosa04236
Sc0000101 213527 213992 Mcavernosa04245
Sc0000101 279652 285548 Mcavernosa04249
Sc0000101 274969 276549 Mcavernosa04248
Sc0000101 264979 266586 Mcavernosa04247
Sc0000101 285912 286940 Mcavernosa04250
Sc0000101 230489 233666 Mcavernosa04246
Sc0000101 209197 209568 Mcavernosa04244
Sc0000101 292380 301511 Mcavernosa04252
Sc0000101 364363 367336 Mcavernosa04256
Sc0000101 348154 352823 Mcavernosa04255
Sc0000101 368408 368922 Mcavernosa04257
Sc0000101 301969 313474 Mcavernosa04253
Sc0000101 438651 447989 Mcavernosa04264
Sc0000101 453329 466597 Mcavernosa04265
Sc0000101 468418 477600 Mcavernosa04266
Sc0000101 423744 424430 Mcavernosa04263
Sc0000101 375486 383892 Mcavernosa04258
Sc0000101 414972 415211 Mcavernosa04262
Sc0000101 385889 389838 Mcavernosa04259
Sc0000101 390036 394726 Mcavernosa04260
Sc0000101 530357 531933 Mcavernosa04276
Sc0000101 554604 556821 Mcavernosa04280
Sc0000101 534671 548877 Mcavernosa04278
Sc0000101 497544 498850 Mcavernosa04270
Sc0000101 507523 511716 Mcavernosa04272
Sc0000101 478236 495309 Mcavernosa04267
Sc0000101 558644 563536 Mcavernosa04281
Sc0000101 542439 549670 Mcavernosa04279
Sc0000101 500889 504453 Mcavernosa04271
Sc0000101 568937 578801 Mcavernosa04282
Sc0000101 526108 530006 Mcavernosa04274
Sc0000101 657690 660371 Mcavernosa04290
Sc0000101 588401 592682 Mcavernosa04284
Sc0000101 579835 581550 Mcavernosa04283
Sc0000101 599587 603231 Mcavernosa04285
Sc0000101 644531 651928 Mcavernosa04289
Sc0000101 634261 640053 Mcavernosa04288
Sc0000101 610933 625403 Mcavernosa04287
Sc0000102 11431 23925 Mcavernosa04292
Sc0000102 40400 53867 Mcavernosa04294
Sc0000102 153836 169217 Mcavernosa04302
Sc0000102 99751 109528 Mcavernosa04297
Sc0000102 131176 140862 Mcavernosa04299
Sc0000102 110370 125832 Mcavernosa04298
Sc0000102 146188 153768 Mcavernosa04301
Sc0000102 244763 261063 Mcavernosa04310
Sc0000102 179709 186163 Mcavernosa04305
Sc0000102 223471 227022 Mcavernosa04308
Sc0000102 262680 267100 Mcavernosa04312
Sc0000102 277861 278196 Mcavernosa04313
Sc0000102 319475 324520 Mcavernosa04314
Sc0000102 330428 352294 Mcavernosa04315
Sc0000102 384525 394808 Mcavernosa04316
Sc0000102 397231 398158 Mcavernosa04317
Sc0000102 400132 400435 Mcavernosa04318
Sc0000102 423300 435959 Mcavernosa04322
Sc0000102 437901 441552 Mcavernosa04323
Sc0000102 448794 452320 Mcavernosa04325
Sc0000102 445168 448600 Mcavernosa04324
Sc0000102 417235 421800 Mcavernosa04321
Sc0000102 462091 482317 Mcavernosa04327
Sc0000102 413202 416646 Mcavernosa04320
Sc0000102 522454 522844 Mcavernosa04328
Sc0000102 658499 667518 Mcavernosa04334
Sc0000102 608010 628635 Mcavernosa04331
Sc0000102 598767 599868 Mcavernosa04329
Sc0000102 605411 607740 Mcavernosa04330
Sc0000102 644519 649968 Mcavernosa04333
Sc0000102 629254 636509 Mcavernosa04332
Sc0000103 53329 96605 Mcavernosa04339
Sc0000103 101565 112833 Mcavernosa04342
Sc0000103 38748 51394 Mcavernosa04337
Sc0000103 22796 25925 Mcavernosa04336
Sc0000103 10225 17832 Mcavernosa04335
Sc0000103 140381 206142 Mcavernosa04348
Sc0000103 119994 120695 Mcavernosa04344
Sc0000103 122770 123630 Mcavernosa04346
Sc0000103 130847 137740 Mcavernosa04347
Sc0000103 114724 125162 Mcavernosa04343
Sc0000103 262316 266008 Mcavernosa04354
Sc0000103 295797 307062 Mcavernosa04358
Sc0000103 209941 213322 Mcavernosa04350
Sc0000103 215572 250396 Mcavernosa04351
Sc0000103 267462 289652 Mcavernosa04355
Sc0000103 291206 295194 Mcavernosa04357
Sc0000103 250807 258530 Mcavernosa04353
Sc0000103 308026 313368 Mcavernosa04359
Sc0000103 405122 409312 Mcavernosa04371
Sc0000103 395315 396002 Mcavernosa04369
Sc0000103 363754 379273 Mcavernosa04365
Sc0000103 400061 402251 Mcavernosa04370
Sc0000103 390912 391716 Mcavernosa04368
Sc0000103 317231 322134 Mcavernosa04360
Sc0000103 334175 341529 Mcavernosa04362
Sc0000103 381642 387028 Mcavernosa04366
Sc0000103 349219 362683 Mcavernosa04364
Sc0000103 387716 389630 Mcavernosa04367
Sc0000103 439950 444680 Mcavernosa04375
Sc0000103 448000 450439 Mcavernosa04376
Sc0000103 428733 430382 Mcavernosa04373
Sc0000103 413817 420576 Mcavernosa04372
Sc0000103 451734 456558 Mcavernosa04377
Sc0000103 431045 437943 Mcavernosa04374
Sc0000103 566749 572773 Mcavernosa04385
Sc0000103 590104 590346 Mcavernosa04386
Sc0000103 604653 607947 Mcavernosa04387
Sc0000103 476039 481067 Mcavernosa04378
Sc0000103 483965 501784 Mcavernosa04380
Sc0000103 510494 539330 Mcavernosa04384
Sc0000103 626340 627969 Mcavernosa04388
Sc0000103 659094 659559 Mcavernosa04389
Sc0000104 95260 104760 Mcavernosa04397
Sc0000104 64849 75326 Mcavernosa04394
Sc0000104 110593 116944 Mcavernosa04398
Sc0000104 23916 47150 Mcavernosa04392
Sc0000104 85548 90996 Mcavernosa04395
Sc0000104 192422 227806 Mcavernosa04402
Sc0000104 151764 166043 Mcavernosa04401
Sc0000104 120675 135771 Mcavernosa04399
Sc0000104 137708 147904 Mcavernosa04400
Sc0000104 273072 286031 Mcavernosa04408
Sc0000104 232816 235405 Mcavernosa04404
Sc0000104 291644 299902 Mcavernosa04409
Sc0000104 260280 263662 Mcavernosa04407
Sc0000104 216725 228889 Mcavernosa04403
Sc0000104 235596 244996 Mcavernosa04405
Sc0000104 322850 346852 Mcavernosa04412
Sc0000104 399466 416653 Mcavernosa04418
Sc0000104 421732 426942 Mcavernosa04420
Sc0000104 372526 384605 Mcavernosa04415
Sc0000104 385023 390098 Mcavernosa04416
Sc0000104 348135 369663 Mcavernosa04413
Sc0000104 394542 397322 Mcavernosa04417
Sc0000104 301251 338112 Mcavernosa04410
Sc0000104 407661 408045 Mcavernosa04419
Sc0000104 478420 482194 Mcavernosa04428
Sc0000104 483326 494110 Mcavernosa04429
Sc0000104 450217 453093 Mcavernosa04424
Sc0000104 443618 447102 Mcavernosa04423
Sc0000104 458667 462572 Mcavernosa04426
Sc0000104 432518 439186 Mcavernosa04421
Sc0000104 453739 458009 Mcavernosa04425
Sc0000104 472896 476893 Mcavernosa04427
Sc0000104 502350 506802 Mcavernosa04431
Sc0000104 499486 501763 Mcavernosa04430
Sc0000104 581933 593360 Mcavernosa04436
Sc0000104 567927 572268 Mcavernosa04434
Sc0000104 520944 526667 Mcavernosa04433
Sc0000105 17107 17487 Mcavernosa04438
Sc0000105 0 10756 Mcavernosa04437
Sc0000105 56348 59228 Mcavernosa04441
Sc0000105 105896 108068 Mcavernosa04445
Sc0000105 33641 56235 Mcavernosa04439
Sc0000105 77138 79710 Mcavernosa04443
Sc0000105 60565 72030 Mcavernosa04442
Sc0000105 83026 83919 Mcavernosa04444
Sc0000105 160568 162133 Mcavernosa04451
Sc0000105 152585 153442 Mcavernosa04450
Sc0000105 196162 201590 Mcavernosa04456
Sc0000105 210766 212643 Mcavernosa04460
Sc0000105 134311 140018 Mcavernosa04448
Sc0000105 177228 186754 Mcavernosa04453
Sc0000105 208068 210386 Mcavernosa04459
Sc0000105 188212 189281 Mcavernosa04454
Sc0000105 163396 174652 Mcavernosa04452
Sc0000105 191456 196077 Mcavernosa04455
Sc0000105 148738 150192 Mcavernosa04449
Sc0000105 284925 288832 Mcavernosa04472
Sc0000105 256315 258126 Mcavernosa04467
Sc0000105 270732 282139 Mcavernosa04470
Sc0000105 268589 270586 Mcavernosa04469
Sc0000105 234816 235835 Mcavernosa04464
Sc0000105 199731 206498 Mcavernosa04457
Sc0000105 264136 267134 Mcavernosa04468
Sc0000105 334120 342168 Mcavernosa04473
Sc0000105 213415 217544 Mcavernosa04461
Sc0000105 283040 284398 Mcavernosa04471
Sc0000105 218299 232125 Mcavernosa04462
Sc0000105 243185 251988 Mcavernosa04465
Sc0000105 393674 398994 Mcavernosa04479
Sc0000105 358716 361423 Mcavernosa04475
Sc0000105 414337 417558 Mcavernosa04480
Sc0000105 361958 364516 Mcavernosa04476
Sc0000105 343013 352025 Mcavernosa04474
Sc0000105 443030 443848 Mcavernosa04482
Sc0000105 371864 377689 Mcavernosa04477
Sc0000105 423714 439544 Mcavernosa04481
Sc0000105 386523 387613 Mcavernosa04478
Sc0000105 527974 529191 Mcavernosa04490
Sc0000105 530562 543590 Mcavernosa04491
Sc0000105 478598 499596 Mcavernosa04485
Sc0000105 448681 471206 Mcavernosa04483
Sc0000105 514544 523445 Mcavernosa04488
Sc0000105 619583 624104 Mcavernosa04497
Sc0000105 640289 644579 Mcavernosa04499
Sc0000105 585629 605407 Mcavernosa04496
Sc0000105 573107 577336 Mcavernosa04495
Sc0000105 626614 639621 Mcavernosa04498
Sc0000105 556666 572037 Mcavernosa04492
Sc0000105 662300 665454 Mcavernosa04501
Sc0000106 22644 34739 Mcavernosa04504
Sc0000105 655827 656579 Mcavernosa04500
Sc0000106 136462 136764 Mcavernosa04507
Sc0000106 139521 143850 Mcavernosa04509
Sc0000106 144388 145121 Mcavernosa04510
Sc0000106 137892 139170 Mcavernosa04508
Sc0000106 248606 249568 Mcavernosa04515
Sc0000106 243163 246196 Mcavernosa04514
Sc0000106 192080 196266 Mcavernosa04511
Sc0000106 239387 242960 Mcavernosa04512
Sc0000106 348176 359860 Mcavernosa04523
Sc0000106 319255 341676 Mcavernosa04519
Sc0000106 306359 309598 Mcavernosa04518
Sc0000106 282740 288972 Mcavernosa04516
Sc0000106 301629 303570 Mcavernosa04517
Sc0000106 410019 412483 Mcavernosa04531
Sc0000106 384853 394525 Mcavernosa04527
Sc0000106 447073 447807 Mcavernosa04534
Sc0000106 414177 415214 Mcavernosa04532
Sc0000106 383248 384726 Mcavernosa04526
Sc0000106 369716 371125 Mcavernosa04524
Sc0000106 379006 379554 Mcavernosa04525
Sc0000106 513685 517553 Mcavernosa04541
Sc0000106 526356 545105 Mcavernosa04542
Sc0000106 561676 564138 Mcavernosa04545
Sc0000106 555405 561461 Mcavernosa04544
Sc0000106 549328 552622 Mcavernosa04543
Sc0000106 568550 575461 Mcavernosa04546
Sc0000106 595603 610722 Mcavernosa04548
Sc0000106 584372 593704 Mcavernosa04547
Sc0000107 3019 3628 Mcavernosa04549
Sc0000107 36726 39685 Mcavernosa04551
Sc0000107 144590 161724 Mcavernosa04556
Sc0000107 39735 63815 Mcavernosa04552
Sc0000107 21587 33215 Mcavernosa04550
Sc0000107 75460 76661 Mcavernosa04553
Sc0000107 163588 166906 Mcavernosa04557
Sc0000107 283376 283843 Mcavernosa04567
Sc0000107 270683 273264 Mcavernosa04564
Sc0000107 213551 229154 Mcavernosa04559
Sc0000107 229261 253429 Mcavernosa04560
Sc0000107 234202 243724 Mcavernosa04561
Sc0000107 287250 287744 Mcavernosa04568
Sc0000107 167869 182374 Mcavernosa04558
Sc0000107 260523 267250 Mcavernosa04563
Sc0000107 277259 280612 Mcavernosa04565
Sc0000107 249561 251893 Mcavernosa04562
Sc0000107 280776 281191 Mcavernosa04566
Sc0000107 294598 301590 Mcavernosa04569
Sc0000107 349825 362579 Mcavernosa04574
Sc0000107 331789 345613 Mcavernosa04572
Sc0000107 391624 398093 Mcavernosa04577
Sc0000107 397984 413050 Mcavernosa04579
Sc0000107 375806 386892 Mcavernosa04576
Sc0000107 369640 372344 Mcavernosa04575
Sc0000107 302689 308997 Mcavernosa04570
Sc0000107 324396 326954 Mcavernosa04571
Sc0000107 461330 464452 Mcavernosa04587
Sc0000107 482559 484962 Mcavernosa04591
Sc0000107 475388 477639 Mcavernosa04589
Sc0000107 477663 480015 Mcavernosa04590
Sc0000107 414249 432995 Mcavernosa04580
Sc0000107 573305 590050 Mcavernosa04605
Sc0000107 525742 544642 Mcavernosa04597
Sc0000107 599023 605146 Mcavernosa04608
Sc0000107 563970 569970 Mcavernosa04604
Sc0000107 498403 513397 Mcavernosa04593
Sc0000107 519053 522269 Mcavernosa04595
Sc0000107 555306 563685 Mcavernosa04602
Sc0000107 489183 496884 Mcavernosa04592
Sc0000107 435769 440428 Mcavernosa04585
Sc0000107 445527 446847 Mcavernosa04586
Sc0000107 504928 509011 Mcavernosa04594
Sc0000107 465761 472601 Mcavernosa04588
Sc0000107 540349 549039 Mcavernosa04601
Sc0000107 522708 523482 Mcavernosa04596
Sc0000107 656517 657309 Mcavernosa04612
Sc0000107 625246 626832 Mcavernosa04610
Sc0000108 6000 6592 Mcavernosa04614
Sc0000107 592050 598947 Mcavernosa04607
Sc0000107 608811 619309 Mcavernosa04609
Sc0000108 9767 10630 Mcavernosa04615
Sc0000107 580187 591877 Mcavernosa04606
Sc0000108 2380 3232 Mcavernosa04613
Sc0000108 104061 122189 Mcavernosa04621
Sc0000108 83853 85107 Mcavernosa04620
Sc0000108 52398 53501 Mcavernosa04618
Sc0000108 64375 71546 Mcavernosa04619
Sc0000108 40973 42325 Mcavernosa04617
Sc0000108 177294 178992 Mcavernosa04625
Sc0000108 122974 127290 Mcavernosa04623
Sc0000108 290589 297492 Mcavernosa04633
Sc0000108 298935 307262 Mcavernosa04634
Sc0000108 308388 311301 Mcavernosa04635
Sc0000108 257686 261058 Mcavernosa04631
Sc0000108 248068 253647 Mcavernosa04629
Sc0000108 270486 278647 Mcavernosa04632
Sc0000108 229239 243296 Mcavernosa04626
Sc0000108 387387 400354 Mcavernosa04644
